Day	peri_infected_0_0	plac_infected_0_0	peri_infected_1_2	plac_infected_1_2	peri_infected_3_max	plac_infected_3_max	peri_infected_all	plac_infected_all	
234	0.657413	0.494654	0.543169	0.273466	0.455349	0.137423	0.523751	0.251612	
235	0.658236	0.493214	0.542951	0.27243	0.455308	0.13734	0.523809	0.250942	
236	0.658544	0.493111	0.54366	0.271666	0.455225	0.137092	0.524076	0.25054	
237	0.658647	0.493317	0.543496	0.271884	0.455432	0.136679	0.524134	0.250464	
238	0.658544	0.492597	0.543551	0.270794	0.455143	0.136101	0.524	0.24968	
239	0.65803	0.491775	0.543714	0.270303	0.45506	0.135894	0.523923	0.249259	
240	0.657619	0.489513	0.54426	0.269157	0.454812	0.136307	0.523923	0.248627	
241	0.657105	0.488279	0.54426	0.269594	0.454771	0.135936	0.523809	0.248379	
242	0.656591	0.488484	0.544096	0.268994	0.454647	0.135894	0.523598	0.248187	
243	0.656488	0.487868	0.544532	0.269266	0.454316	0.136183	0.523579	0.248302	
244	0.656693	0.487662	0.544151	0.269594	0.454399	0.135688	0.523522	0.248149	
245	0.657516	0.486428	0.54366	0.268721	0.454275	0.135646	0.523445	0.247594	
246	0.657413	0.485914	0.543769	0.268067	0.453656	0.13577	0.523177	0.247326	
247	0.65731	0.48468	0.544096	0.267957	0.453614	0.13544	0.523254	0.246906	
248	0.656899	0.483549	0.544587	0.268067	0.453119	0.135233	0.52312	0.246638	
249	0.656693	0.483961	0.544587	0.26763	0.453366	0.134242	0.523196	0.246102	
250	0.656796	0.483652	0.544532	0.267957	0.452871	0.134201	0.522967	0.24614	
251	0.657105	0.483446	0.544041	0.266976	0.453077	0.134407	0.522948	0.245853	
252	0.657824	0.483446	0.543987	0.266158	0.453449	0.134655	0.523235	0.245681	
253	0.65803	0.482521	0.544914	0.266103	0.452705	0.133251	0.523254	0.244839	
254	0.657927	0.483138	0.544641	0.26583	0.452499	0.132218	0.523043	0.24438	
255	0.657413	0.482213	0.544041	0.266212	0.452416	0.131309	0.522699	0.243921	
256	0.65731	0.480876	0.54426	0.266594	0.452375	0.131227	0.522737	0.243768	
257	0.656693	0.480979	0.54426	0.265667	0.452375	0.130483	0.522622	0.243118	
258	0.655768	0.48067	0.544696	0.265394	0.452705	0.130525	0.522756	0.242984	
259	0.655974	0.48067	0.545187	0.26474	0.452747	0.130814	0.522986	0.242888	
260	0.655768	0.48067	0.54475	0.264085	0.452623	0.129946	0.522737	0.242257	
261	0.655974	0.480568	0.544478	0.263703	0.452375	0.130277	0.522565	0.242257	
262	0.655768	0.479334	0.544969	0.26354	0.451921	0.130112	0.522489	0.241893	
263	0.65474	0.478203	0.544914	0.263703	0.451755	0.130483	0.522202	0.241912	
264	0.654534	0.476763	0.54486	0.263158	0.451921	0.129657	0.522221	0.241071	
265	0.654637	0.476249	0.544587	0.262503	0.452086	0.12974	0.522221	0.240784	
266	0.654534	0.475735	0.544969	0.261631	0.452169	0.129822	0.522374	0.24042	
267	0.654226	0.47553	0.544641	0.261467	0.452582	0.129905	0.522393	0.240363	
268	0.6533	0.475838	0.54535	0.261085	0.452458	0.128583	0.522412	0.239674	
269	0.65402	0.475324	0.544314	0.260649	0.451921	0.127964	0.521934	0.239138	
270	0.653815	0.474913	0.54426	0.25994	0.452086	0.127385	0.521953	0.238545	
271	0.653609	0.473576	0.543823	0.259449	0.45254	0.12784	0.521972	0.238335	
272	0.654534	0.473987	0.544205	0.258849	0.452375	0.127261	0.522202	0.237933	
273	0.653917	0.473473	0.543551	0.258576	0.452375	0.127509	0.521857	0.237857	
274	0.655048	0.473782	0.543605	0.258195	0.452416	0.127427	0.522106	0.237742	
275	0.655357	0.472753	0.543932	0.258686	0.452747	0.127592	0.522431	0.237799	
276	0.654946	0.472342	0.544041	0.259122	0.452169	0.127964	0.522125	0.238048	
277	0.654946	0.471622	0.543442	0.258304	0.452705	0.128459	0.522163	0.237857	
278	0.653506	0.470183	0.54366	0.257704	0.452458	0.128377	0.521857	0.23734	
279	0.653095	0.469566	0.542896	0.257595	0.452292	0.128253	0.521436	0.23713	
