Day	peri_infected_0_0	plac_infected_0_0	peri_infected_1_2	plac_infected_1_2	peri_infected_3_max	plac_infected_3_max	peri_infected_all	plac_infected_all	
93	0.12766	0.124251	0.123568	0.117376	0.112114	0.100581	0.119047	0.11091	
94	0.128176	0.124354	0.124171	0.117869	0.11249	0.100873	0.119529	0.111238	
95	0.128589	0.124561	0.124664	0.118089	0.112908	0.10104	0.119972	0.11143	
96	0.129209	0.124664	0.125212	0.118308	0.113409	0.101291	0.120512	0.111642	
97	0.129519	0.124974	0.125651	0.118417	0.113869	0.101458	0.120936	0.111816	
98	0.129829	0.125387	0.126034	0.118527	0.114162	0.101542	0.121264	0.11197	
99	0.130138	0.125387	0.126418	0.118746	0.114538	0.101291	0.12163	0.111932	
100	0.130965	0.125387	0.126856	0.118965	0.115039	0.101626	0.12217	0.112163	
101	0.131894	0.125904	0.127185	0.119075	0.11529	0.101584	0.122575	0.112279	
102	0.132514	0.126007	0.127678	0.119294	0.115708	0.101542	0.123057	0.112356	
103	0.132721	0.126523	0.1285	0.119459	0.115917	0.101626	0.123482	0.112549	
104	0.133134	0.12673	0.128884	0.119513	0.116293	0.1015	0.123867	0.112549	
105	0.13396	0.126937	0.129103	0.119623	0.116627	0.101375	0.124253	0.112568	
106	0.13458	0.126937	0.129541	0.119678	0.117087	0.101166	0.124735	0.112491	
107	0.135199	0.127556	0.12987	0.119568	0.117546	0.100957	0.125178	0.112472	
108	0.135819	0.128279	0.130582	0.119459	0.117588	0.100163	0.125564	0.112202	
109	0.136232	0.129002	0.131185	0.119513	0.118131	0.0999122	0.126104	0.11224	
110	0.136749	0.129312	0.131624	0.120007	0.118507	0.0998705	0.126528	0.112452	
111	0.137058	0.129622	0.132007	0.120116	0.1188	0.0997451	0.126856	0.112491	
112	0.137472	0.129829	0.13261	0.120007	0.119009	0.099369	0.127242	0.112317	
113	0.137678	0.129932	0.132939	0.120061	0.119134	0.0992019	0.127454	0.112279	
114	0.138298	0.130242	0.133322	0.120226	0.119677	0.0991183	0.127955	0.112356	
115	0.138711	0.130758	0.133706	0.1205	0.119845	0.0986169	0.128244	0.112317	
116	0.139124	0.130965	0.134309	0.1205	0.120137	0.0983243	0.128668	0.112221	
117	0.139227	0.130965	0.134692	0.1205	0.120471	0.0983243	0.128977	0.112221	
118	0.139434	0.130655	0.134802	0.120226	0.120764	0.0983661	0.129189	0.112086	
119	0.140467	0.130861	0.135185	0.120061	0.121015	0.0981154	0.129632	0.111951	
120	0.140364	0.130552	0.135459	0.119842	0.121307	0.0978647	0.129845	0.1117	
121	0.140364	0.130655	0.135953	0.120007	0.121432	0.0974468	0.130076	0.111585	
122	0.14026	0.130242	0.136336	0.119733	0.1216	0.0972379	0.130269	0.111315	
123	0.140364	0.130035	0.13661	0.119733	0.121767	0.0968618	0.130462	0.111103	
124	0.140673	0.129932	0.136775	0.119678	0.122101	0.0963604	0.130732	0.110833	
125	0.141293	0.129519	0.137158	0.119349	0.122644	0.0959425	0.131233	0.110447	
126	0.141706	0.130138	0.137268	0.119349	0.12277	0.0956918	0.131406	0.110447	
127	0.141913	0.130035	0.137432	0.119185	0.122602	0.0950232	0.131426	0.110061	
128	0.142739	0.129519	0.137487	0.118965	0.122728	0.0942292	0.131657	0.109521	
129	0.142842	0.129622	0.13798	0.119239	0.12277	0.0937696	0.131869	0.109425	
130	0.143462	0.128899	0.138364	0.118911	0.12302	0.0935189	0.132236	0.109059	
131	0.143772	0.128383	0.138747	0.118965	0.123355	0.0934353	0.132583	0.108943	
132	0.143979	0.128176	0.139021	0.118527	0.123396	0.0933935	0.132737	0.108731	
133	0.144082	0.127866	0.139679	0.118308	0.123647	0.0930174	0.133103	0.108422	
134	0.144185	0.127143	0.139734	0.117815	0.123981	0.0930592	0.133296	0.108133	
135	0.144495	0.127143	0.139843	0.117157	0.124149	0.0928503	0.13347	0.107805	
136	0.144702	0.126833	0.140336	0.116938	0.124483	0.0922235	0.133836	0.107381	
137	0.145218	0.127453	0.140282	0.117102	0.124566	0.0917638	0.133952	0.107343	
138	0.145424	0.127246	0.140556	0.116774	0.124692	0.0915549	0.134144	0.107092	
139	0.145424	0.127246	0.140939	0.1165	0.125151	0.0910117	0.134492	0.106745	
140	0.145631	0.126833	0.141378	0.116883	0.125402	0.0908863	0.1348	0.106745	
141	0.146147	0.126937	0.141706	0.11639	0.125528	0.0905102	0.13507	0.106417	
142	0.146147	0.126833	0.14198	0.116061	0.125569	0.0903431	0.135186	0.106205	
143	0.146044	0.126627	0.142419	0.115952	0.125862	0.0900506	0.135456	0.105993	
144	0.146147	0.126523	0.14209	0.114856	0.126071	0.0897581	0.135456	0.105453	
145	0.146664	0.126214	0.142145	0.114636	0.126154	0.0894655	0.13561	0.105183	
146	0.146561	0.125904	0.142528	0.114636	0.126196	0.0892148	0.135745	0.105009	
147	0.146561	0.125387	0.142583	0.114582	0.126322	0.0888387	0.135822	0.10472	
148	0.146767	0.125387	0.142748	0.114198	0.126614	0.0886298	0.136053	0.104489	
149	0.146974	0.125387	0.14346	0.114034	0.126739	0.0878776	0.1364	0.104084	
150	0.146561	0.124664	0.143624	0.113869	0.126656	0.0875851	0.136343	0.103756	
151	0.146251	0.123838	0.143898	0.113595	0.126698	0.0869583	0.1364	0.103216	
152	0.146561	0.123941	0.143843	0.113431	0.127115	0.086833	0.136632	0.10312	
153	0.146457	0.123322	0.144227	0.113266	0.127283	0.0867494	0.136825	0.102908	
154	0.146354	0.123425	0.144501	0.112554	0.127408	0.0865823	0.13696	0.102599	
155	0.14687	0.123528	0.144501	0.112225	0.127366	0.086248	0.137037	0.102349	
156	0.146974	0.123322	0.144446	0.11228	0.127826	0.0858301	0.137249	0.102136	
157	0.147903	0.123218	0.144337	0.11228	0.12816	0.0853287	0.137538	0.101886	
158	0.03522	0.0282999	0.0534824	0.0387418	0.0687811	0.0415779	0.0571324	0.0381011	
159	0.0357364	0.0282999	0.0538112	0.0384679	0.0691989	0.0414943	0.0575373	0.0379661	
160	0.0363561	0.0280934	0.0540304	0.0384679	0.0693661	0.0412436	0.0578073	0.0378119	
161	0.0367693	0.0279901	0.0543043	0.0386871	0.0698675	0.0409511	0.0582122	0.0377348	
162	0.037389	0.0279901	0.0543591	0.0388514	0.0702436	0.0404914	0.0585207	0.0375805	
163	0.0380087	0.0277835	0.0546879	0.0387966	0.0704943	0.0405332	0.0588678	0.0375419	
164	0.0389382	0.0274737	0.0549619	0.0387966	0.0704943	0.0404078	0.0591377	0.0374262	
165	0.0395579	0.0272671	0.0551263	0.0388514	0.0707451	0.0404496	0.0594269	0.0374262	
166	0.0394547	0.0275769	0.0554551	0.0390706	0.0711211	0.0406168	0.0596969	0.0376383	
167	0.0396612	0.0281967	0.0559483	0.0393994	0.0713719	0.0407839	0.0600247	0.0379469	
168	0.0403842	0.0285065	0.0561675	0.039509	0.0715808	0.0411182	0.0603332	0.0381975	
169	0.0407974	0.0289196	0.0564962	0.0391802	0.0717897	0.0415361	0.0606224	0.0383518	
170	0.0414171	0.0298492	0.0568798	0.0392898	0.072124	0.0414107	0.0610273	0.038506	
171	0.0420368	0.030882	0.057099	0.0390706	0.0725419	0.0412018	0.061413	0.0385253	
172	0.0427598	0.0315018	0.0573182	0.038961	0.072709	0.0414525	0.0617022	0.0387181	
173	0.0432762	0.0317083	0.057647	0.0390158	0.0729598	0.0415779	0.06203	0.0388338	
174	0.0433795	0.0318116	0.0583594	0.0393994	0.0731269	0.0414107	0.0623771	0.038911	
175	0.0436893	0.0322247	0.0583594	0.0396734	0.0734612	0.0414943	0.0625892	0.0391231	
176	0.0444123	0.0325346	0.0589621	0.0396734	0.0739209	0.0414943	0.0631484	0.0391809	
177	0.0447222	0.0331543	0.0591813	0.0398926	0.0739626	0.041954	0.0633026	0.0395858	
178	0.045032	0.0335674	0.0590717	0.0397282	0.0739209	0.0419957	0.0633026	0.0396244	
179	0.0452386	0.033774	0.0594005	0.039783	0.0741716	0.0419122	0.0635726	0.0396437	
180	0.0455484	0.0340839	0.0597841	0.040057	0.0742552	0.0421629	0.0638039	0.0399136	
181	0.045755	0.0341872	0.0601129	0.0404954	0.0742969	0.0420793	0.0639775	0.0400486	
182	0.0465813	0.034497	0.0603869	0.0404406	0.0743387	0.0422465	0.0642474	0.0401643	
183	0.0465813	0.0349101	0.0603869	0.0409885	0.0747148	0.0424136	0.064421	0.0405114	
184	0.0475108	0.0351167	0.0608253	0.0409885	0.0749237	0.0421211	0.0648452	0.0404149	
185	0.0482338	0.0351167	0.0610444	0.040605	0.0750073	0.0420375	0.0650958	0.0402414	
186	0.0487503	0.0355298	0.0616472	0.0409337	0.0752162	0.0420375	0.0655008	0.0404342	
187	0.0489568	0.0357364	0.0618116	0.0410981	0.0755505	0.0420793	0.0657514	0.0405499	
188	0.04937	0.035943	0.0619212	0.0411529	0.0758848	0.0419957	0.0660214	0.0405692	
189	0.0499897	0.0367693	0.0623048	0.040879	0.075843	0.041954	0.0662527	0.0406078	
190	0.0501962	0.0367693	0.062524	0.040879	0.075843	0.0422047	0.0663684	0.0407235	
191	0.0506094	0.0375955	0.062798	0.040879	0.0762191	0.0420375	0.0667155	0.0408006	
192	0.0517455	0.0383185	0.0630719	0.0410433	0.0764281	0.0416614	0.0671204	0.0408199	
193	0.0521586	0.0383185	0.0631267	0.0413173	0.0767206	0.0415361	0.0673518	0.0408584	
194	0.0524685	0.0385251	0.0634007	0.0415365	0.0769295	0.0416197	0.0676025	0.0410127	
195	0.0527784	0.0387317	0.0641679	0.0415913	0.0772638	0.041745	0.0680845	0.0411284	
196	0.0537079	0.0393514	0.0646063	0.0417009	0.0772638	0.041954	0.0684123	0.041379	
197	0.054121	0.0395579	0.0650447	0.0419749	0.0774309	0.0415361	0.0687208	0.0413212	
198	0.0545342	0.0396612	0.0655926	0.0421393	0.0775145	0.0414943	0.0690293	0.041379	
199	0.0550506	0.0406941	0.0660858	0.0425229	0.0775145	0.0415361	0.0692993	0.0417261	
200	0.0552572	0.0412105	0.0664694	0.0423037	0.0776817	0.0418286	0.06955	0.0418804	
201	0.0558769	0.0416236	0.066853	0.0424133	0.0779742	0.0418704	0.0699356	0.0420153	
